28700 [1.40e-01, 1.13e-01, 1.53e+00, 9.28e-01]
29050 [1.40e-01, 1.13e-01, 1.54e+00, 9.33e-01]
29400 [1.41e-01, 1.13e-01, 1.54e+00, 9.37e-01]
29750 [1.41e-01, 1.13e-01, 1.55e+00, 9.42e-01]
30100 [1.41e-01, 1.13e-01, 1.56e+00, 9.47e-01]
30450 [1.41e-01, 1.13e-01, 1.57e+00, 9.52e-01]
30800 [1.41e-01, 1.13e-01, 1.58e+00, 9.57e-01]
31150 [1.41e-01, 1.13e-01, 1.58e+00, 9.62e-01]
31500 [1.41e-01, 1.13e-01, 1.59e+00, 9.67e-01]
31850 [1.41e-01, 1.13e-01, 1.60e+00, 9.72e-01]
32200 [1.41e-01, 1.14e-01, 1.61e+00, 9.77e-01]
32550 [1.41e-01, 1.14e-01, 1.62e+00, 9.82e-01]
32900 [1.41e-01, 1.14e-01, 1.63e+00, 9.87e-01]
33250 [1.32e-01, 9.81e-02, 1.62e+00, 9.65e-01]
33600 [1.37e-01, 1.06e-01, 1.62e+00, 9.66e-01]
33950 [1.39e-01, 1.09e-01, 1.62e+00, 9.68e-01]
34300 [1.40e-01, 1.11e-01, 1.62e+00, 9.70e-01]
34650 [1.40e-01, 1.12e-01, 1.63e+00, 9.72e-01]
35000 [1.40e-01, 1.12e-01, 1.63e+00, 9.75e-01]
